t,alt_msl_m,ias_kt,vs_fpm,pitch_deg,roll_deg,hdg_deg,throttle
82.8,643.243,64.293,-711.408,1.664,-0.865,270.108,0.404
83.0,642.532,65.631,-680.567,1.964,-0.651,270.102,0.405
83.2,641.821,65.519,-673.23,2.014,-0.04,270.028,0.402
83.4,641.11,64.568,-703.959,2.163,0.253,269.874,0.391
83.6,640.398,65.542,-674.546,2.086,1.3,269.978,0.398
83.8,639.687,65.073,-658.801,2.051,-0.648,269.706,0.399
84.0,638.976,64.916,-698.343,2.118,-0.141,269.731,0.394
84.2,638.265,65.034,-699.992,1.876,-0.799,270.217,0.395
84.4,637.554,64.878,-707.74,2.302,-0.88,269.904,0.382
84.6,636.842,65.369,-715.483,1.938,-0.479,270.028,0.395
84.8,636.131,65.186,-696.096,2.165,-1.124,269.838,0.387
85.0,635.42,64.79,-710.296,2.005,0.437,269.51,0.39
85.2,634.709,65.604,-707.8,1.957,1.04,269.88,0.408
85.4,633.998,64.633,-719.337,2.123,-0.53,270.485,0.394
85.6,633.286,65.172,-738.401,2.095,-0.718,269.969,0.394
85.8,632.575,65.253,-723.431,2.274,1.306,269.795,0.385
86.0,631.864,65.887,-691.775,2.22,-0.234,270.208,0.376
86.2,631.153,64.697,-729.578,1.892,1.465,269.855,0.379
86.4,630.442,66.046,-716.199,2.106,-2.916,269.816,0.387
86.6,629.73,65.106,-658.946,2.026,-0.188,269.531,0.388
86.8,629.019,64.884,-671.837,1.846,-1.041,269.485,0.373
87.0,628.308,64.597,-717.335,1.785,-0.557,270.125,0.384
87.2,627.597,65.352,-684.916,2.056,0.782,270.041,0.39
87.4,626.886,65.029,-716.257,1.898,1.057,270.011,0.382
87.6,626.174,64.338,-659.31,1.728,-0.199,270.207,0.386
87.8,625.463,64.323,-714.642,1.986,0.911,269.862,0.391
88.0,624.752,64.667,-697.957,2.049,-1.146,270.005,0.402
88.2,624.041,64.594,-665.38,2.025,0.245,269.739,0.393
88.4,623.33,65.654,-720.697,1.764,-0.181,269.741,0.404
88.6,622.618,65.825,-667.387,1.889,-1.727,269.775,0.376
88.8,621.907,65.521,-720.436,2.278,0.876,270.29,0.402
89.0,621.196,65.215,-694.045,1.851,-0.699,270.212,0.387
89.2,620.485,64.743,-707.39,1.939,0.406,269.697,0.399
89.4,619.774,65.033,-702.213,2.465,-0.791,269.904,0.408
89.6,619.062,65.531,-695.998,2.074,0.15,270.035,0.398
89.8,618.351,66.279,-701.859,1.904,0.588,269.758,0.393
90.0,617.64,65.548,-725.433,1.615,-0.028,270.202,0.404
90.2,616.929,64.832,-678.336,2.065,-0.502,269.764,0.383
90.4,616.218,65.023,-681.987,1.726,0.581,269.899,0.398
90.6,615.506,64.71,-667.754,1.998,0.188,269.899,0.392
90.8,614.795,64.531,-665.376,1.83,-0.443,269.445,0.392
91.0,614.084,64.889,-733.599,1.668,0.022,269.474,0.382
91.2,613.373,65.117,-667.862,2.333,-0.103,269.74,0.391
91.4,612.662,66.102,-667.557,1.981,-0.361,270.354,0.391
91.6,611.95,65.031,-713.306,2.186,0.882,270.173,0.387
91.8,611.239,65.814,-674.065,2.15,1.719,270.134,0.39
92.0,610.528,66.06,-663.294,1.856,-0.53,269.811,0.373
92.2,609.817,65.047,-713.471,2.02,-0.136,269.858,0.396
92.4,609.106,65.965,-734.469,1.93,-0.957,270.012,0.384
92.6,608.394,65.429,-708.988,2.194,-1.348,270.079,0.389
92.8,607.683,64.749,-630.182,2.088,1.117,269.542,0.38
93.0,606.972,65.159,-694.093,1.93,-0.687,269.785,0.383
93.2,606.261,65.014,-730.355,2.333,0.323,269.768,0.38
93.4,605.55,64.861,-706.324,2.105,-1.371,270.392,0.398
93.6,604.838,64.881,-724.851,2.093,-0.655,269.835,0.378
93.8,604.127,65.087,-709.982,1.844,0.457,269.753,0.378
94.0,603.416,65.261,-697.621,2.082,0.459,270.242,0.384
94.2,602.705,64.469,-764.04,1.708,0.218,269.865,0.374
94.4,601.994,64.994,-690.99,2.093,0.392,270.277,0.375
94.6,601.282,64.087,-664.633,1.814,0.201,269.708,0.387
94.8,600.571,65.156,-704.934,2.037,0.987,270.563,0.388
95.0,599.86,65.374,-709.567,1.945,1.682,269.973,0.392
95.2,599.149,65.098,-672.66,2.046,0.547,270.039,0.389
95.4,598.438,65.172,-731.666,2.072,-0.128,269.926,0.376
95.6,597.726,65.354,-731.147,1.989,-1.044,269.983,0.374
95.8,597.015,64.601,-734.763,1.989,-0.502,270.003,0.395
96.0,596.304,64.857,-703.934,1.703,-0.34,269.898,0.363
96.2,595.593,65.307,-690.149,1.62,1.423,270.37,0.386
96.4,594.882,65.601,-702.264,2.252,-1.564,269.321,0.391
96.6,594.17,65.237,-686.256,2.115,-0.813,269.633,0.395
96.8,593.459,66.532,-679.231,1.704,-1.048,269.885,0.397
97.0,592.748,64.945,-687.585,2.382,0.848,269.958,0.394
97.2,592.037,65.6,-720.216,1.857,-0.714,270.43,0.402
97.4,591.326,65.76,-706.702,2.102,-1.855,270.163,0.366
97.6,590.614,64.92,-668.794,2.085,-2.074,269.997,0.38
97.8,589.903,64.508,-726.167,2.022,0.286,269.757,0.386
98.0,589.192,64.29,-706.336,2.122,-1.656,270.587,0.361
98.2,588.481,65.097,-710.432,1.725,1.074,270.259,0.375
98.4,587.77,65.666,-704.502,1.993,1.036,270.763,0.394
98.6,587.058,65.163,-726.892,1.949,-1.162,269.551,0.376
98.8,586.347,65.104,-733.733,2.018,-0.369,270.515,0.392
99.0,585.636,64.772,-636.101,1.945,-0.01,269.968,0.389
99.2,584.925,65.337,-676.352,1.872,-1.527,269.742,0.394
99.4,584.214,63.719,-717.815,1.854,-1.269,270.037,0.39
99.6,583.502,65.139,-701.474,2.177,-0.671,270.034,0.387
99.8,582.791,65.017,-683.082,1.83,-0.076,269.905,0.389
100.0,582.08,64.178,-708.592,2.072,0.234,269.564,0.373
100.2,581.369,66.305,-684.587,2.07,-1.919,269.894,0.398
100.4,580.658,64.168,-715.382,1.98,0.197,269.614,0.379
100.6,579.946,64.353,-708.963,2.085,-0.158,270.026,0.373
100.8,579.235,64.279,-702.119,2.108,-0.309,269.59,0.386
101.0,578.524,65.666,-711.437,1.894,-0.506,270.065,0.367
101.2,577.813,64.467,-761.321,2.067,0.982,269.875,0.401
101.4,577.102,65.401,-699.471,2.381,1.516,270.285,0.404
101.6,576.39,65.353,-693.459,1.786,-0.504,269.762,0.393
101.8,575.679,65.156,-688.095,1.94,-0.217,269.591,0.372
102.0,574.968,64.215,-724.85,1.847,-1.634,269.576,0.385
102.2,574.257,64.633,-691.394,2.397,-0.45,270.077,0.383
102.4,573.546,66.004,-694.607,1.719,0.641,271.18,0.375
102.6,572.834,64.226,-744.22,2.001,-0.148,269.582,0.377
102.8,572.123,64.501,-755.048,2.186,0.311,269.808,0.385
103.0,571.412,64.903,-688.088,1.826,-0.154,270.458,0.375
103.2,570.701,65.485,-723.855,1.973,0.056,270.191,0.38
103.4,569.99,65.151,-674.945,1.858,0.626,270.376,0.38
103.6,569.278,65.445,-646.491,1.732,0.728,270.086,0.367
103.8,568.567,64.36,-714.568,1.986,-1.981,270.139,0.376
104.0,567.856,65.567,-717.235,2.099,-0.247,270.008,0.375
104.2,567.145,65.341,-700.292,1.92,-2.936,269.658,0.396
104.4,566.434,64.043,-683.131,2.033,-0.011,270.055,0.381
104.6,565.722,65.924,-728.395,2.136,-0.568,269.699,0.383
104.8,565.011,66.375,-668.863,2.238,-0.613,270.179,0.382
105.0,564.3,64.539,-675.219,1.753,1.541,269.171,0.379
105.2,563.589,65.033,-683.472,2.122,0.341,269.364,0.38
105.4,562.878,65.838,-713.496,1.876,1.116,269.941,0.378
105.6,562.166,64.111,-677.092,1.623,0.614,270.011,0.358
105.8,561.455,63.806,-678.57,1.844,1.674,270.535,0.379
106.0,560.744,64.222,-730.024,2.128,-0.254,269.734,0.372
106.2,560.033,64.66,-647.745,2.061,-0.261,270.167,0.375
106.4,559.322,64.653,-707.513,1.781,-0.098,269.435,0.369
106.6,558.61,65.364,-690.77,2.321,2.442,270.689,0.369
106.8,557.899,65.161,-713.104,2.08,-0.441,269.192,0.378
107.0,557.188,64.252,-690.378,1.986,0.023,270.426,0.373
107.2,556.477,65.34,-670.998,1.892,1.371,269.861,0.378
107.4,555.766,66.124,-720.184,2.083,0.92,269.423,0.38
107.6,555.054,65.718,-741.386,1.922,-0.498,269.796,0.377
107.8,554.343,65.595,-711.25,2.226,1.742,270.229,0.378
108.0,553.632,65.012,-732.651,2.063,0.479,269.919,0.371
108.2,552.921,65.59,-718.964,2.123,1.446,269.708,0.375
108.4,552.21,64.42,-703.162,1.939,0.605,270.013,0.383
108.6,551.498,65.451,-701.604,1.705,0.778,269.957,0.375
108.8,550.787,64.948,-667.732,2.105,-0.743,270.233,0.382
109.0,550.076,65.679,-725.37,1.799,1.418,270.163,0.377
109.2,549.365,65.28,-691.182,1.979,-0.701,269.815,0.386
109.4,548.654,64.346,-712.689,1.997,0.077,269.724,0.366
109.6,547.942,65.077,-665.874,1.844,1.087,269.969,0.379
109.8,547.231,65.731,-636.808,2.177,-0.339,269.909,0.384
110.0,546.52,64.322,-692.414,1.715,0.119,270.034,0.368
110.2,545.809,64.665,-658.145,2.297,0.008,269.646,0.377
110.4,545.098,64.539,-713.255,1.882,0.157,269.992,0.379
110.6,544.386,64.103,-739.985,2.192,0.59,269.708,0.374
110.8,543.675,65.577,-731.76,2.258,-1.498,270.124,0.384
111.0,542.964,65.787,-739.477,1.828,-0.524,270.035,0.378
111.2,542.253,65.48,-723.869,1.853,2.065,269.88,0.373
111.4,541.542,65.146,-706.005,2.187,-1.954,269.481,0.383
111.6,540.83,64.969,-671.247,2.037,-0.637,270.293,0.378
111.8,540.119,65.144,-682.504,2.016,0.798,269.699,0.402
112.0,539.408,64.561,-688.406,1.636,-1.841,269.811,0.359
112.2,538.697,65.536,-710.593,1.673,-0.862,269.929,0.376
112.4,537.986,65.627,-718.048,2.107,-0.804,270.078,0.373
112.6,537.274,65.56,-699.168,2.286,1.567,269.791,0.374
112.8,536.563,64.681,-696.558,1.859,-0.869,269.798,0.354
113.0,535.852,65.047,-693.595,1.828,0.632,269.527,0.374
113.2,535.141,64.901,-690.711,2.042,-0.63,270.27,0.368
113.4,534.43,66.073,-702.94,2.092,0.01,269.808,0.38
113.6,533.718,65.108,-748.116,2.112,-1.133,269.816,0.362
113.8,533.007,63.871,-727.881,1.912,-1.471,269.331,0.39
114.0,532.296,65.239,-720.64,1.613,-0.468,269.78,0.372
114.2,531.585,66.129,-657.582,2.29,-1.376,270.221,0.368
114.4,530.874,65.411,-710.682,1.901,-0.176,270.275,0.375
114.6,530.162,65.528,-683.124,2.25,0.118,269.646,0.358
114.8,529.451,65.022,-663.394,1.604,0.409,269.976,0.362
115.0,528.74,63.817,-691.666,2.074,1.527,270.148,0.377
115.2,528.029,63.914,-709.82,1.901,1.418,269.531,0.368
115.4,527.318,64.252,-707.331,1.784,-1.104,269.845,0.372
115.6,526.606,64.924,-725.56,2.193,-0.75,270.172,0.349
115.8,525.895,65.186,-692.337,2.257,1.689,270.289,0.357
116.0,525.184,65.414,-671.798,1.884,-0.055,269.526,0.354
116.2,524.473,64.796,-685.755,2.129,-0.387,269.628,0.387
116.4,523.762,65.574,-680.717,1.786,1.07,270.309,0.369
116.6,523.05,64.832,-682.058,1.877,-0.626,269.839,0.383
116.8,522.339,64.577,-649.899,1.951,0.933,270.068,0.367
117.0,521.628,65.511,-715.845,1.931,-0.303,269.611,0.38
117.2,520.917,64.451,-696.062,2.127,1.294,270.31,0.364
117.4,520.206,63.363,-682.363,1.76,-0.146,270.077,0.365
117.6,519.494,64.364,-668.818,2.192,0.819,270.385,0.368
117.8,518.783,65.056,-760.691,2.192,1.058,269.677,0.37
118.0,518.072,63.152,-713.059,1.957,1.615,269.795,0.349
118.2,517.361,64.786,-705.212,1.765,-0.797,269.593,0.368
118.4,516.65,64.801,-725.736,1.528,-0.385,269.587,0.359
118.6,515.938,64.144,-678.822,1.987,-1.418,269.556,0.361
118.8,515.227,64.11,-694.525,1.858,-1.724,270.004,0.365
119.0,514.516,64.723,-709.911,2.02,-0.498,269.671,0.364
119.2,513.805,64.672,-740.853,1.791,0.159,269.936,0.367
119.4,513.094,65.756,-733.094,2.001,1.252,269.732,0.378
119.6,512.382,65.225,-724.633,1.988,-0.417,270.046,0.379
119.8,511.671,64.051,-688.63,2.002,1.91,270.187,0.385
120.0,510.96,64.487,-730.482,2.057,0.181,270.18,0.361
120.2,510.249,65.423,-751.736,2.058,0.88,270.2,0.366
120.4,509.538,66.138,-736.313,2.192,-0.257,269.896,0.364
120.6,508.826,65.232,-714.799,1.845,-1.259,270.151,0.363
120.8,508.115,65.186,-658.168,2.143,1.582,269.861,0.373
121.0,507.404,66.116,-637.452,2.032,-0.292,269.695,0.374
121.2,506.693,64.986,-712.034,1.917,1.11,269.567,0.366
121.4,505.982,64.815,-676.404,1.803,-0.372,269.927,0.368
121.6,505.27,64.152,-664.97,2.289,0.584,270.023,0.379
121.8,504.559,64.692,-667.886,2.048,-0.162,270.435,0.365
122.0,503.848,66.307,-702.92,1.898,-0.35,269.801,0.377
122.2,503.137,64.147,-732.552,2.015,-0.153,270.388,0.367
122.4,502.426,65.007,-712.208,2.001,0.678,269.478,0.371
122.6,501.714,64.155,-746.55,1.897,-1.213,269.921,0.385
122.8,501.003,65.077,-694.034,1.727,-0.979,270.654,0.361
123.0,500.292,65.533,-680.563,2.031,0.978,269.85,0.37
123.2,499.581,64.854,-747.325,1.968,-0.741,269.681,0.379
123.4,498.87,65.438,-701.295,1.945,0.177,269.646,0.368
123.6,498.158,65.433,-692.691,2.195,-1.356,270.624,0.379
123.8,497.447,65.268,-668.767,1.741,-0.224,270.33,0.391
124.0,496.736,66.03,-665.534,1.812,1.09,269.789,0.38
124.2,496.025,65.467,-679.968,2.032,0.075,269.819,0.365
124.4,495.314,64.817,-717.168,2.166,0.198,269.209,0.358
124.6,494.602,64.592,-709.209,2.122,-0.404,269.903,0.368
124.8,493.891,64.493,-669.893,2.145,0.087,270.425,0.36
125.0,493.18,65.286,-715.148,1.566,-1.795,269.377,0.358
125.2,492.469,64.806,-701.056,2.099,-1.648,270.284,0.373
125.4,491.758,66.638,-660.98,2.083,0.395,270.148,0.372
125.6,491.046,66.105,-696.803,2.136,-1.783,270.437,0.349
125.8,490.335,64.871,-734.363,1.865,1.291,269.802,0.36
126.0,489.624,64.803,-707.39,2.102,0.831,270.045,0.355
126.2,488.913,66.014,-684.017,2.199,-1.222,270.375,0.371
126.4,488.202,63.87,-704.758,2.318,-2.202,270.116,0.368
126.6,487.49,64.729,-670.967,2.051,-2.443,270.183,0.374
126.8,486.779,65.57,-667.95,1.738,0.289,269.875,0.364
127.0,486.068,64.453,-716.27,2.012,-0.116,269.916,0.369
127.2,485.357,64.714,-712.591,2.129,1.326,269.796,0.371
127.4,484.646,64.789,-702.608,2.103,0.45,270.007,0.363
127.6,483.934,65.396,-730.044,2.38,1.537,269.982,0.372
127.8,483.223,65.083,-690.555,1.962,0.854,269.896,0.346
128.0,482.512,65.241,-704.506,1.8,-0.969,269.329,0.373
128.2,481.801,65.357,-680.37,1.876,-0.209,269.546,0.35
128.4,481.09,65.018,-715.003,2.131,-0.87,269.952,0.36
128.6,480.378,65.666,-721.994,1.843,-0.341,270.325,0.365
128.8,479.667,64.563,-654.055,1.796,-0.542,269.706,0.364
129.0,478.956,64.138,-721.983,1.836,-0.259,269.813,0.349
129.2,478.245,63.934,-714.641,2.241,1.332,269.96,0.363
129.4,477.534,64.027,-718.312,2.049,-0.58,270.265,0.341
129.6,476.822,64.67,-707.616,1.935,-1.224,270.475,0.36
129.8,476.111,65.618,-722.901,2.17,-0.66,270.057,0.357
130.0,475.4,65.105,-701.125,2.138,-0.506,269.975,0.376
130.2,474.689,64.641,-717.622,1.809,-0.611,269.733,0.358
130.4,473.978,64.358,-710.422,2.166,-0.197,270.091,0.354
130.6,473.266,64.683,-690.93,2.05,-0.458,269.886,0.354
130.8,472.555,64.758,-682.46,1.595,1.088,270.02,0.353
131.0,471.844,64.661,-688.326,1.768,0.888,269.706,0.361
131.2,471.133,64.14,-718.402,2.054,-0.787,270.301,0.363
131.4,470.422,64.715,-690.071,2.098,0.962,269.851,0.376
131.6,469.71,65.61,-703.012,1.946,1.379,269.51,0.348
131.8,468.999,63.695,-702.658,1.805,-0.016,269.962,0.366
132.0,468.288,64.856,-743.059,2.052,-0.863,269.639,0.346
132.2,467.577,63.727,-683.217,1.641,0.418,270.135,0.357
132.4,466.866,65.11,-703.49,2.113,-0.096,270.373,0.371
132.6,466.154,64.552,-657.343,1.973,0.321,270.138,0.371
132.8,465.443,63.749,-683.997,1.997,-1.077,269.928,0.368
133.0,464.732,65.06,-727.913,1.874,2.084,269.724,0.354
133.2,464.021,66.09,-734.305,2.167,-0.21,269.829,0.369
133.4,463.31,65.065,-671.226,1.543,0.519,270.617,0.374
133.6,462.598,65.697,-721.872,1.832,-0.606,270.296,0.345
133.8,461.887,64.957,-682.888,2.118,0.147,269.672,0.353
134.0,461.176,63.705,-707.519,1.864,-2.301,269.694,0.36
134.2,460.465,65.294,-647.404,2.293,-1.308,270.092,0.361
134.4,459.754,64.749,-697.995,2.088,-2.478,270.01,0.362
134.6,459.042,64.123,-662.106,1.853,0.985,270.015,0.356
134.8,458.331,65.471,-666.646,2.223,-1.391,270.169,0.352
135.0,457.62,65.172,-711.526,1.987,-1.559,269.66,0.363
135.2,456.909,64.685,-708.151,2.12,1.129,269.744,0.351
135.4,456.198,65.521,-662.762,1.884,-0.489,270.29,0.356
135.6,455.486,64.477,-699.823,1.887,-0.163,270.084,0.362
135.8,454.775,65.386,-721.517,2.146,1.08,269.914,0.362
136.0,454.064,64.436,-669.659,2.026,0.498,269.961,0.366
136.2,453.353,65.32,-635.379,1.857,0.322,270.184,0.366
136.4,452.642,64.34,-700.587,1.833,0.665,270.082,0.364
136.6,451.93,65.894,-664.54,2.136,-1.938,269.789,0.372
136.8,451.219,65.153,-703.496,2.355,1.306,269.641,0.344
137.0,450.508,65.86,-565.471,1.842,1.342,270.23,0.359
137.2,450.0,64.507,-255.287,2.142,1.863,269.627,0.359
137.4,450.0,64.714,34.091,1.434,-2.082,270.605,0.355
137.6,450.0,65.504,14.447,1.734,-0.835,269.646,0.357
137.8,450.0,63.354,-3.671,2.142,-0.546,269.807,0.36
138.0,450.0,64.36,6.897,2.323,1.724,270.318,0.353
138.2,450.0,65.62,-12.518,2.021,0.585,270.427,0.376
138.4,450.0,65.279,-27.065,2.117,1.795,270.014,0.376
138.6,450.0,65.587,-25.266,2.061,0.473,269.193,0.351
138.8,450.0,64.814,-0.215,2.209,-0.619,269.956,0.366
139.0,450.0,65.338,-25.183,1.795,-1.277,269.365,0.364
139.2,450.0,64.561,12.337,2.135,-0.547,269.842,0.358
139.4,450.0,64.177,14.681,1.924,1.424,270.248,0.354
139.6,450.0,63.983,13.219,1.943,-0.828,270.231,0.361
139.8,450.0,64.669,-10.924,2.009,-1.756,270.031,0.357
140.0,450.0,64.671,2.959,1.969,0.307,270.068,0.35
140.2,450.0,64.622,0.939,1.858,1.398,270.181,0.364
140.4,450.0,62.871,34.684,1.959,2.463,269.876,0.357
140.6,450.0,63.801,-18.547,1.823,1.278,269.882,0.366
140.8,450.0,64.68,-7.967,2.303,0.997,270.356,0.342
141.0,450.0,65.172,-4.173,2.148,-1.761,270.14,0.347
141.2,450.0,64.653,-1.888,1.928,-0.351,270.358,0.324
141.4,450.0,64.474,-17.042,2.324,-0.352,270.116,0.35
141.6,450.0,63.615,-14.015,2.264,0.162,270.111,0.343
141.8,450.0,66.213,27.128,2.107,-0.906,270.244,0.36
142.0,450.0,64.339,-14.232,1.905,0.819,270.21,0.364
142.2,450.0,66.01,24.681,2.061,1.279,270.509,0.354
142.4,450.0,65.936,52.647,2.123,0.134,270.174,0.362
142.6,450.0,65.164,33.731,2.285,-0.268,269.855,0.346
142.8,450.0,64.656,-43.449,1.975,0.212,269.878,0.341
143.0,450.0,65.079,21.117,1.899,0.402,269.712,0.366
143.2,450.0,64.308,13.74,2.463,0.815,270.064,0.363
143.4,450.0,65.156,15.391,2.285,-0.842,269.785,0.36
143.6,450.0,65.002,-38.901,2.072,1.468,269.603,0.349
143.8,450.0,65.319,20.755,1.829,0.054,270.189,0.362
144.0,450.0,65.57,-25.478,2.107,-0.156,270.439,0.358
144.2,450.0,66.04,34.114,2.231,0.709,269.516,0.378
144.4,450.0,64.767,28.536,2.16,-0.684,270.286,0.326
144.6,450.0,65.626,65.465,2.173,0.894,270.06,0.34
144.8,450.0,64.525,-7.981,2.019,2.165,269.688,0.36
145.0,450.0,64.463,-36.469,2.235,0.452,269.789,0.359
145.2,450.0,64.629,27.857,1.891,0.22,269.938,0.355
145.4,450.0,64.411,23.478,1.923,-0.465,270.683,0.349
145.6,450.0,65.588,-7.965,1.912,1.51,270.067,0.345
145.8,450.0,65.554,35.623,1.883,1.147,270.47,0.367
146.0,450.0,65.763,18.818,2.396,-1.506,269.816,0.362
146.2,450.0,64.985,-30.631,1.675,0.986,270.314,0.354
146.4,450.0,65.165,-7.223,2.057,-0.662,270.239,0.355
146.6,450.0,64.653,-9.592,1.815,-1.174,269.794,0.367
146.8,450.0,64.309,-1.187,1.764,-0.07,269.822,0.34
147.0,450.0,65.268,6.354,2.03,-0.663,270.143,0.339
147.2,450.0,65.161,-15.85,1.7,1.165,269.522,0.349
147.4,450.0,64.336,-3.395,1.991,-1.264,269.988,0.34
147.6,450.0,65.351,16.284,2.463,-1.293,269.607,0.358
147.8,450.0,63.955,-0.31,1.987,-0.951,269.997,0.357
148.0,450.0,64.893,-5.231,2.099,-0.143,270.124,0.357
148.2,450.0,64.622,-6.094,1.84,0.589,270.204,0.347
148.4,450.0,64.682,-0.987,2.104,-1.094,270.116,0.343
148.6,450.0,64.35,-46.378,1.713,-0.729,269.94,0.353
148.8,450.0,65.571,5.526,2.046,-1.576,269.835,0.328
149.0,450.0,65.34,-24.205,1.983,-0.204,269.741,0.334
149.2,450.0,65.71,4.165,2.437,-1.03,269.815,0.339
149.4,450.0,65.078,-35.298,1.989,2.167,269.868,0.335
149.6,450.0,64.221,24.568,1.934,1.922,269.841,0.348
149.8,450.0,64.773,7.435,1.895,-0.94,270.049,0.337
150.0,450.0,64.285,-32.273,1.767,0.13,269.792,0.354
150.2,450.0,65.268,7.443,2.158,0.412,269.52,0.347
150.4,450.0,65.719,-17.481,2.292,-0.555,270.197,0.331
150.6,450.0,65.19,46.553,1.931,-0.401,269.769,0.323
150.8,450.0,64.632,13.798,2.145,0.631,269.495,0.366
151.0,450.0,64.77,-18.394,1.934,-0.281,269.718,0.35
151.2,450.0,65.114,7.162,2.084,-0.312,269.892,0.351
151.4,450.0,64.124,0.732,2.095,-0.041,269.928,0.342
151.6,450.0,65.081,31.516,1.719,1.225,270.057,0.337
151.8,450.0,65.11,10.504,1.85,-0.272,270.569,0.36
152.0,450.0,64.664,14.44,2.189,0.377,269.6,0.335
152.2,450.0,64.74,-26.354,1.624,0.228,270.476,0.342
152.4,450.0,65.092,21.44,2.004,0.705,270.045,0.346
152.6,450.0,64.497,53.997,1.934,-0.205,269.899,0.337
152.8,450.0,64.496,17.585,1.818,-0.503,269.322,0.34
153.0,450.0,65.456,0.676,2.013,-0.699,269.908,0.34
153.2,450.0,65.122,5.768,2.064,0.228,270.19,0.34
153.4,450.0,65.995,-22.15,2.11,0.13,269.678,0.361
153.6,450.0,64.395,6.334,1.479,-0.267,269.535,0.346
153.8,450.0,63.919,-25.775,2.337,0.212,269.601,0.355
154.0,450.0,65.551,2.794,1.907,2.356,270.044,0.336
154.2,450.0,65.56,-8.008,2.21,0.779,270.004,0.339
154.4,450.0,64.543,-19.072,1.978,-1.845,270.472,0.338
154.6,450.0,64.104,16.217,1.886,1.293,269.847,0.329
154.8,450.0,64.957,-35.534,1.989,0.135,270.233,0.344
155.0,450.0,63.933,0.705,2.634,-1.025,269.625,0.33
155.2,450.0,64.779,-31.412,2.314,1.336,269.925,0.332
155.4,450.0,63.673,47.482,1.932,-0.088,270.321,0.344
155.6,450.0,64.839,51.108,2.047,1.009,269.905,0.347
155.8,450.0,63.709,22.896,2.226,-0.622,270.149,0.336
156.0,450.0,64.839,49.169,2.117,1.049,269.609,0.345
156.2,450.0,65.891,16.562,2.018,-0.29,269.709,0.355
156.4,450.0,64.82,15.289,1.964,0.949,269.827,0.357
156.6,450.0,65.441,-8.913,1.786,0.811,269.651,0.352
156.8,450.0,64.594,-20.673,2.151,-1.16,269.851,0.34
157.0,450.0,64.443,4.906,2.221,0.36,270.431,0.355
157.2,450.0,64.079,-11.683,2.447,0.462,269.922,0.34
157.4,450.0,65.601,-9.249,1.892,-0.068,270.067,0.339
157.6,450.0,64.942,19.922,2.131,-1.79,270.463,0.352
157.8,450.0,65.949,-1.502,1.995,0.272,270.0,0.346
158.0,450.0,64.268,-37.34,2.252,-0.328,269.949,0.347
158.2,450.0,64.841,-3.745,1.981,1.187,269.847,0.334
158.4,450.0,65.022,-17.429,1.871,-1.073,270.33,0.339
158.6,450.0,65.821,-5.72,1.663,0.974,270.268,0.345
158.8,450.0,66.066,-25.807,2.144,0.128,270.612,0.347
159.0,450.0,64.583,31.636,2.033,2.534,270.618,0.347
159.2,450.0,64.292,49.2,2.225,-1.017,269.548,0.324
159.4,450.0,63.93,-26.168,1.891,0.947,270.228,0.364
159.6,450.0,65.773,17.833,2.519,-0.544,270.634,0.349
159.8,450.0,64.918,16.563,1.859,-0.958,270.096,0.333
160.0,450.0,64.582,-25.252,2.103,1.067,270.051,0.353
160.2,450.0,64.939,4.133,2.084,0.594,269.656,0.339
160.4,450.0,63.435,36.878,2.221,1.04,270.346,0.337
160.6,450.0,63.934,22.764,1.968,-1.619,269.699,0.357
160.8,450.0,65.53,42.058,1.817,-1.207,270.056,0.329
161.0,450.0,65.206,-27.699,1.803,0.58,269.903,0.33
161.2,450.0,65.059,-17.123,2.163,-0.855,270.143,0.332
161.4,450.0,64.368,8.805,2.021,1.313,269.874,0.334
161.6,450.0,65.321,10.359,2.069,1.662,269.877,0.372
161.8,450.0,66.036,2.087,1.837,-0.133,270.315,0.335
162.0,450.0,64.234,-8.221,2.028,0.029,269.993,0.33
162.2,450.0,64.977,-8.834,2.044,0.025,270.279,0.341
162.4,450.0,64.707,-13.787,2.123,-0.293,269.804,0.347
162.6,450.0,65.185,12.657,1.708,-0.038,270.45,0.352
162.8,450.0,64.976,-67.633,1.847,-0.233,270.163,0.331
163.0,450.0,64.88,41.333,2.346,0.428,270.373,0.359
163.2,450.0,64.439,-11.876,1.921,-0.334,270.238,0.341
163.4,450.0,64.958,-34.465,1.983,-0.521,269.532,0.33
163.6,450.0,64.599,14.885,1.92,-0.3,269.231,0.331
163.8,450.0,64.88,-33.881,1.701,-0.612,270.323,0.343
164.0,450.0,64.929,10.881,1.785,-0.081,269.859,0.339
164.2,450.0,65.36,-8.84,2.074,0.539,269.882,0.334
164.4,450.0,64.618,15.946,1.866,2.056,269.752,0.34
164.6,450.0,64.774,20.887,2.405,-1.629,269.835,0.361
164.8,450.0,65.611,33.495,1.7,-1.378,270.093,0.352
165.0,450.0,64.837,-11.282,1.612,-0.068,270.268,0.333
165.2,450.0,64.81,-6.202,1.922,0.032,269.914,0.331
165.4,450.0,65.486,0.747,1.758,-0.045,269.344,0.347
165.6,450.0,65.131,-34.336,2.276,1.872,270.18,0.327
165.8,450.0,65.022,15.841,1.915,-1.826,270.09,0.319
166.0,450.0,65.1,4.218,2.103,-0.155,269.816,0.327
166.2,450.0,64.224,-32.533,1.716,-1.273,269.611,0.324
