t,alt_msl_m,ias_kt,vs_fpm,pitch_deg,roll_deg,hdg_deg,throttle
83.0,642.532,64.832,-690.545,1.977,-1.161,270.265,0.401
83.2,641.821,64.498,-687.983,2.251,-0.816,269.942,0.392
83.4,641.11,64.784,-693.19,1.802,-1.337,269.81,0.4
83.6,640.398,65.811,-702.367,2.137,-0.638,269.803,0.417
83.8,639.687,64.13,-701.362,2.383,0.691,269.443,0.392
84.0,638.976,65.142,-718.819,2.344,1.127,269.617,0.39
84.2,638.265,65.11,-755.075,2.204,0.112,270.111,0.406
84.4,637.554,64.575,-688.786,2.055,0.727,270.078,0.404
84.6,636.842,64.736,-648.383,1.791,-1.357,269.972,0.409
84.8,636.131,64.16,-673.668,2.282,1.474,270.41,0.385
85.0,635.42,64.489,-641.784,1.851,2.294,270.013,0.377
85.2,634.709,65.009,-688.557,2.235,-0.146,270.017,0.408
85.4,633.998,65.196,-725.102,1.922,0.572,270.177,0.405
85.6,633.286,64.461,-725.643,1.992,0.356,270.119,0.393
85.8,632.575,66.834,-681.721,1.99,-2.171,270.369,0.368
86.0,631.864,64.658,-691.877,2.114,1.018,269.857,0.412
86.2,631.153,65.076,-704.65,1.901,0.477,270.047,0.407
86.4,630.442,64.862,-681.632,2.027,-1.622,270.022,0.403
86.6,629.73,64.76,-722.516,1.885,-0.421,269.916,0.374
86.8,629.019,65.781,-687.076,2.099,1.158,269.997,0.393
87.0,628.308,64.713,-707.39,2.049,0.574,270.302,0.383
87.2,627.597,65.801,-696.244,2.078,-1.38,270.477,0.392
87.4,626.886,65.685,-670.143,1.819,-0.575,270.036,0.405
87.6,626.174,64.373,-703.656,2.057,-0.692,270.032,0.389
87.8,625.463,65.621,-665.286,2.0,0.15,270.106,0.38
88.0,624.752,64.61,-666.449,2.11,-0.709,270.368,0.378
88.2,624.041,66.642,-719.239,2.001,0.045,270.215,0.394
88.4,623.33,64.769,-641.175,1.793,-0.177,270.527,0.38
88.6,622.618,64.435,-731.317,2.139,-1.487,270.596,0.385
88.8,621.907,63.853,-702.451,1.854,0.404,270.38,0.383
89.0,621.196,64.224,-681.244,2.048,0.254,269.865,0.38
89.2,620.485,64.652,-757.6,1.569,-0.691,269.929,0.38
89.4,619.774,64.401,-673.698,2.093,0.737,269.922,0.374
89.6,619.062,64.263,-671.006,2.125,2.288,269.898,0.402
89.8,618.351,64.583,-702.644,1.803,-1.592,270.337,0.392
90.0,617.64,64.876,-692.882,2.109,0.214,269.847,0.384
90.2,616.929,65.87,-694.305,1.914,0.833,270.193,0.408
90.4,616.218,63.978,-705.036,2.271,0.027,269.917,0.389
90.6,615.506,64.669,-672.597,2.125,-0.587,269.781,0.397
90.8,614.795,64.428,-709.167,1.736,2.197,270.407,0.39
91.0,614.084,64.091,-700.841,1.949,-0.509,269.615,0.383
91.2,613.373,64.24,-690.464,1.631,-0.137,270.447,0.379
91.4,612.662,64.457,-678.185,1.925,-0.661,269.624,0.382
91.6,611.95,65.43,-671.786,2.101,1.212,270.191,0.4
91.8,611.239,64.884,-737.179,2.159,-2.15,270.122,0.379
92.0,610.528,64.677,-751.219,1.968,-0.903,270.12,0.387
92.2,609.817,65.367,-703.218,1.941,-0.464,270.014,0.381
92.4,609.106,65.168,-701.111,2.023,0.31,269.839,0.389
92.6,608.394,64.866,-727.171,1.868,0.34,269.962,0.387
92.8,607.683,65.231,-692.01,2.057,0.987,270.449,0.378
93.0,606.972,64.503,-683.804,2.219,-0.129,270.33,0.39
93.2,606.261,65.376,-690.073,2.031,-0.742,270.714,0.38
93.4,605.55,65.28,-657.946,2.167,-0.069,270.386,0.393
93.6,604.838,64.753,-726.026,1.833,-0.878,270.23,0.39
93.8,604.127,64.268,-699.193,1.893,-0.542,270.114,0.386
94.0,603.416,65.912,-650.877,2.062,-0.485,270.005,0.389
94.2,602.705,65.057,-682.57,2.404,0.301,270.461,0.391
94.4,601.994,66.018,-740.531,1.304,-0.335,269.951,0.411
94.6,601.282,69.031,-801.175,3.638,2.791,269.965,0.431
94.8,600.571,68.322,-911.782,1.314,0.569,269.859,0.446
95.0,599.86,69.59,-1085.77,4.415,8.447,270.211,0.438
95.2,599.149,73.126,-1129.589,2.92,6.787,271.012,0.461
95.4,598.438,75.38,-1171.401,2.836,9.498,269.953,0.49
95.6,597.726,73.841,-1330.719,3.795,11.239,269.536,0.456
95.8,597.015,74.478,-1333.415,4.406,10.282,269.825,0.47
96.0,596.304,75.867,-1307.585,2.994,11.242,270.297,0.428
96.2,595.593,72.226,-1251.242,3.657,12.456,269.926,0.428
96.4,594.882,75.426,-1151.279,4.604,10.739,269.888,0.353
96.6,594.17,77.17,-1150.425,2.549,16.601,270.242,0.342
96.8,593.459,74.867,-1036.723,1.907,9.329,270.006,0.33
97.0,592.748,76.133,-964.612,3.814,11.657,269.769,0.353
97.2,592.037,74.617,-736.072,1.649,3.249,270.162,0.285
97.4,591.326,71.404,-651.446,1.086,10.011,269.729,0.301
97.6,590.614,71.132,-682.654,0.488,-1.571,269.992,0.331
97.8,589.903,70.2,-654.094,-0.353,-0.018,270.583,0.323
98.0,589.192,70.19,-769.215,-1.037,-4.3,269.354,0.355
98.2,588.481,66.19,-684.574,0.42,-2.671,270.504,0.346
98.4,587.77,62.314,-624.823,0.59,-4.374,269.468,0.388
98.6,587.058,64.063,-683.797,-0.001,-11.205,270.094,0.421
98.8,586.347,64.826,-780.189,-0.291,-9.246,269.39,0.451
99.0,585.636,59.077,-713.193,0.408,-6.543,269.935,0.488
99.2,584.925,59.436,-686.968,2.143,-9.805,269.798,0.428
99.4,584.214,57.948,-712.377,2.843,-11.788,269.831,0.429
99.6,583.502,56.055,-700.249,1.938,-10.276,269.763,0.444
99.8,582.791,58.174,-789.359,2.723,-8.385,270.47,0.467
100.0,582.08,57.366,-711.06,3.551,-12.284,270.314,0.444
100.2,581.369,53.244,-765.937,4.04,-10.917,269.554,0.408
100.4,580.658,54.471,-745.926,4.016,-12.383,269.489,0.372
100.6,579.946,54.958,-876.977,3.631,-8.998,269.969,0.352
100.8,579.235,56.373,-962.787,4.64,-3.591,269.594,0.357
101.0,578.524,55.507,-1013.186,4.65,-3.321,270.602,0.304
101.2,577.813,56.157,-1185.031,2.735,0.431,270.44,0.351
101.4,577.102,56.836,-1223.379,5.568,-1.59,270.202,0.292
101.6,576.39,58.668,-1329.21,3.73,2.962,269.494,0.257
101.8,575.679,61.298,-1299.592,1.346,8.762,269.803,0.362
102.0,574.968,61.366,-1298.132,1.781,6.32,270.312,0.336
102.2,574.257,62.903,-1278.98,-0.232,9.862,269.734,0.324
102.4,573.546,66.543,-1279.704,0.258,8.996,270.234,0.361
102.6,572.834,66.843,-1156.438,-0.356,12.918,270.03,0.375
102.8,572.123,68.65,-1164.304,-0.129,13.959,270.298,0.468
103.0,571.412,70.06,-987.474,0.715,11.109,269.999,0.406
103.2,570.701,69.504,-913.424,0.088,9.15,269.995,0.449
103.4,569.99,75.077,-666.805,-0.245,11.261,269.621,0.417
103.6,569.278,72.02,-710.79,0.206,13.346,269.973,0.454
103.8,568.567,73.132,-710.102,0.348,10.076,269.752,0.486
104.0,567.856,74.315,-658.494,1.754,12.855,270.227,0.389
104.2,567.145,75.405,-701.465,2.082,3.496,269.584,0.384
104.4,566.434,76.924,-663.736,3.736,6.831,270.271,0.412
104.6,565.722,74.024,-703.05,2.5,3.753,270.315,0.352
104.8,565.011,73.469,-787.231,1.999,4.059,270.206,0.33
105.0,564.3,72.967,-720.857,4.273,2.367,269.555,0.283
105.2,563.589,72.165,-726.65,3.023,-2.771,269.629,0.282
105.4,562.878,73.489,-685.062,3.33,-4.072,270.065,0.249
105.6,562.166,71.177,-736.085,4.127,-8.07,270.038,0.325
105.8,561.455,70.076,-653.82,5.006,-10.25,269.891,0.321
106.0,560.744,67.083,-742.855,2.815,-9.379,269.942,0.334
106.2,560.033,66.708,-610.133,4.666,-11.966,269.684,0.334
106.4,559.322,61.45,-641.253,3.316,-11.602,269.7,0.345
106.6,558.61,64.581,-767.984,3.013,-11.316,269.681,0.396
106.8,557.899,62.564,-915.76,2.105,-14.708,269.831,0.409
107.0,557.188,63.372,-1076.319,1.648,-11.299,269.964,0.42
107.2,556.477,60.046,-1074.1,1.862,-7.021,269.898,0.447
107.4,555.766,58.179,-1202.187,0.367,-7.8,269.723,0.47
107.6,555.054,58.093,-1275.713,0.074,-5.57,270.318,0.409
107.8,554.343,59.468,-1298.475,1.296,-8.753,270.06,0.457
108.0,553.632,57.562,-1274.25,0.404,-0.039,269.701,0.45
108.2,552.921,56.359,-1227.16,0.279,-2.734,270.805,0.403
108.4,552.21,54.092,-1174.279,-0.984,2.542,269.233,0.366
108.6,551.498,55.33,-1105.532,-0.089,2.36,270.187,0.327
108.8,550.787,54.82,-1097.012,-0.241,7.184,270.101,0.286
109.0,550.076,54.612,-1003.413,0.756,7.466,269.827,0.304
109.2,549.365,56.647,-862.044,3.404,9.568,269.69,0.322
109.4,548.654,57.516,-719.682,1.164,8.714,269.975,0.245
109.6,547.942,59.118,-613.689,1.627,13.049,270.319,0.297
109.8,547.231,59.161,-694.467,2.581,14.904,270.27,0.309
110.0,546.52,62.271,-708.298,2.639,10.94,270.147,0.322
110.2,545.809,61.484,-677.294,2.069,13.596,270.064,0.325
110.4,545.098,66.122,-741.997,3.307,13.459,270.015,0.36
110.6,544.386,68.481,-728.17,5.192,10.156,270.282,0.421
110.8,543.675,66.837,-725.45,4.364,9.631,270.04,0.415
111.0,542.964,68.779,-672.876,4.291,6.753,270.074,0.483
111.2,542.253,70.869,-624.833,3.246,6.438,270.413,0.466
111.4,541.542,71.703,-643.097,3.305,3.401,269.845,0.483
111.6,540.83,72.456,-657.497,1.744,2.755,270.104,0.426
111.8,540.119,74.103,-702.832,2.526,1.48,269.983,0.454
112.0,539.408,73.787,-674.782,3.133,-3.125,269.752,0.455
112.2,538.697,73.862,-677.784,1.134,-4.101,270.436,0.392
112.4,537.986,71.55,-732.667,1.26,-8.398,269.718,0.354
112.6,537.274,72.715,-826.574,1.495,-8.767,269.894,0.39
112.8,536.563,73.486,-939.862,-0.444,-7.036,269.751,0.291
113.0,535.852,75.082,-970.462,0.528,-7.423,270.136,0.325
113.2,535.141,73.528,-1112.051,0.08,-8.682,270.179,0.302
113.4,534.43,72.253,-1289.283,-0.116,-18.129,270.496,0.331
113.6,533.718,70.752,-1274.07,-0.271,-6.191,270.499,0.292
113.8,533.007,70.066,-1238.021,1.117,-7.837,270.492,0.303
114.0,532.296,69.204,-1381.881,0.249,-13.71,270.165,0.36
114.2,531.585,68.853,-1265.295,0.664,-9.409,270.312,0.327
114.4,530.874,64.964,-1215.803,3.05,-10.411,269.934,0.42
114.6,530.162,63.367,-1190.835,2.187,-4.995,269.713,0.401
114.8,529.451,62.488,-1020.465,1.704,-9.136,270.375,0.423
115.0,528.74,60.891,-1005.191,3.549,-2.705,269.772,0.45
115.2,528.029,60.092,-849.592,4.727,-1.812,270.212,0.454
115.4,527.318,56.049,-703.134,4.827,2.247,270.461,0.462
115.6,526.606,57.58,-679.748,4.339,1.492,270.008,0.451
115.8,525.895,54.969,-734.502,3.398,1.392,270.437,0.435
116.0,525.184,57.595,-809.736,5.206,2.573,270.041,0.423
116.2,524.473,54.814,-649.893,4.003,7.813,269.999,0.415
116.4,523.762,54.469,-661.277,3.01,10.761,270.223,0.373
116.6,523.05,52.689,-706.083,3.042,8.828,270.573,0.317
116.8,522.339,57.621,-745.974,2.494,14.193,269.655,0.319
117.0,521.628,55.32,-630.079,2.33,9.606,270.107,0.296
117.2,520.917,56.827,-703.574,0.749,10.779,269.811,0.284
117.4,520.206,56.754,-678.638,0.913,15.941,270.108,0.281
117.6,519.494,57.302,-727.522,0.535,12.166,270.178,0.295
117.8,518.783,61.371,-757.86,-0.849,8.951,269.601,0.323
118.0,518.072,61.209,-754.593,0.215,6.95,269.707,0.355
118.2,517.361,63.54,-679.472,-0.331,4.704,270.293,0.313
118.4,516.65,63.393,-659.461,-0.217,2.865,270.152,0.357
118.6,515.938,65.209,-788.206,1.644,3.804,269.833,0.363
118.8,515.227,69.311,-953.442,0.832,-2.409,270.04,0.414
119.0,514.516,70.767,-981.843,1.915,-5.196,270.301,0.452
119.2,513.805,71.302,-1120.066,1.108,-5.773,270.29,0.478
119.4,513.094,71.038,-1242.387,2.76,-5.527,269.4,0.424
119.6,512.382,73.726,-1273.931,1.478,-9.527,269.859,0.468
119.8,511.671,71.823,-1323.893,2.168,-10.034,270.518,0.436
120.0,510.96,75.33,-1275.275,2.998,-6.219,269.907,0.416
120.2,510.249,74.847,-1293.39,4.742,-12.643,269.888,0.336
120.4,509.538,74.383,-1155.61,3.636,-13.422,270.06,0.383
120.6,508.826,74.641,-1143.013,4.206,-11.669,270.119,0.32
120.8,508.115,75.194,-1067.045,4.349,-11.477,270.088,0.315
121.0,507.404,74.341,-940.837,2.209,-14.132,270.129,0.297
121.2,506.693,71.708,-792.862,5.345,-10.379,269.784,0.336
121.4,505.982,73.607,-739.424,4.028,-11.154,270.142,0.244
121.6,505.27,70.758,-793.928,2.195,-2.54,270.254,0.24
121.8,504.559,70.328,-728.826,1.628,-1.344,270.046,0.272
122.0,503.848,71.64,-746.998,2.603,-5.62,269.972,0.313
122.2,503.137,67.315,-655.018,2.25,-1.232,269.81,0.321
122.4,502.426,64.733,-638.709,1.306,4.426,270.068,0.376
122.6,501.714,63.274,-639.032,-0.482,2.74,269.653,0.401
122.8,501.003,63.05,-683.865,1.212,0.951,269.877,0.407
123.0,500.292,62.16,-692.673,0.975,5.344,269.956,0.45
123.2,499.581,58.424,-792.03,-0.877,5.023,269.325,0.45
123.4,498.87,58.228,-765.124,0.272,8.127,270.072,0.452
123.6,498.158,56.771,-761.672,1.999,7.255,269.546,0.452
123.8,497.447,55.252,-815.41,0.092,14.141,269.736,0.462
124.0,496.736,57.285,-689.107,0.839,13.878,269.733,0.436
124.2,496.025,55.238,-750.141,2.345,12.057,269.876,0.397
124.4,495.314,57.934,-629.017,1.021,6.637,269.919,0.336
124.6,494.602,54.033,-931.418,2.688,11.482,270.151,0.362
124.8,493.891,57.152,-948.638,1.53,8.762,269.659,0.324
125.0,493.18,58.616,-1077.096,4.125,11.349,269.856,0.3
125.2,492.469,58.544,-1091.72,4.95,6.879,270.093,0.314
125.4,491.758,57.789,-1220.283,3.806,8.085,269.806,0.274
125.6,491.046,59.35,-1278.512,4.21,2.188,269.761,0.25
125.8,490.335,60.772,-1314.735,4.103,0.342,270.044,0.274
126.0,489.624,63.407,-1273.86,4.302,-1.685,270.173,0.314
126.2,488.913,62.671,-1304.31,3.405,-2.735,270.132,0.349
126.4,488.202,66.373,-1277.367,3.463,-4.43,269.588,0.372
126.6,487.49,66.541,-1158.525,3.482,-6.247,270.013,0.367
126.8,486.779,67.824,-1059.28,2.348,-6.983,269.962,0.417
127.0,486.068,70.116,-893.363,2.441,-11.272,270.478,0.459
127.2,485.357,69.305,-874.304,1.294,-17.866,269.963,0.435
127.4,484.646,74.824,-614.546,1.33,-7.933,269.895,0.45
127.6,483.934,71.898,-775.144,-0.198,-8.253,270.387,0.436
127.8,483.223,72.344,-758.679,-0.284,-10.762,269.763,0.419
128.0,482.512,75.06,-713.002,-0.02,-13.322,270.35,0.425
128.2,481.801,75.956,-656.595,1.57,-10.891,270.35,0.395
128.4,481.09,77.062,-748.922,1.519,-15.781,269.954,0.365
128.6,480.378,78.249,-737.166,-0.193,-10.565,270.064,0.329
128.8,479.667,74.765,-774.362,0.546,-8.798,270.172,0.268
129.0,478.956,72.953,-704.183,0.813,-5.242,270.642,0.291
129.2,478.245,72.1,-762.456,0.405,-2.425,270.064,0.272
129.4,477.534,65.535,-686.158,2.017,-0.679,269.885,0.366
129.6,476.822,64.998,-729.106,2.11,-0.494,270.207,0.349
129.8,476.111,65.084,-674.422,2.156,-0.813,270.044,0.361
130.0,475.4,64.984,-699.667,2.214,-0.008,269.781,0.348
130.2,474.689,65.187,-623.052,1.958,0.837,270.021,0.364
130.4,473.978,65.377,-733.643,1.982,-0.349,270.131,0.361
130.6,473.266,64.576,-693.295,1.903,0.666,270.369,0.388
130.8,472.555,64.71,-737.186,1.902,-1.304,270.185,0.368
131.0,471.844,65.026,-671.611,2.023,0.462,270.177,0.357
131.2,471.133,64.601,-697.167,2.266,-0.109,269.854,0.369
131.4,470.422,65.082,-677.252,1.661,0.074,270.317,0.344
131.6,469.71,65.322,-697.677,1.899,-0.925,269.813,0.37
131.8,468.999,64.987,-729.482,2.053,-0.616,269.8,0.372
132.0,468.288,64.638,-716.484,1.799,0.309,269.873,0.355
132.2,467.577,64.534,-731.091,2.08,-1.182,269.773,0.357
132.4,466.866,66.051,-726.308,1.724,0.771,270.042,0.342
132.6,466.154,65.527,-696.564,1.928,-0.439,270.211,0.364
132.8,465.443,64.328,-673.445,1.668,0.453,270.031,0.368
133.0,464.732,64.495,-678.736,2.051,-1.129,269.896,0.346
133.2,464.021,66.124,-687.327,1.84,-1.624,270.083,0.366
133.4,463.31,65.907,-714.238,2.124,0.64,269.86,0.348
133.6,462.598,65.077,-687.419,1.937,0.686,270.301,0.375
133.8,461.887,65.695,-721.49,1.804,-0.043,270.445,0.337
134.0,461.176,64.108,-695.005,1.911,0.655,269.94,0.356
134.2,460.465,65.001,-679.24,2.019,-0.013,269.923,0.369
134.4,459.754,65.444,-704.801,1.992,0.66,270.308,0.346
134.6,459.042,63.884,-711.857,1.943,0.147,270.685,0.351
134.8,458.331,64.53,-710.93,1.924,-0.967,269.954,0.359
135.0,457.62,65.47,-684.834,1.996,1.106,270.418,0.357
135.2,456.909,65.679,-707.869,2.161,-0.962,270.176,0.35
135.4,456.198,64.644,-735.596,1.88,2.259,269.763,0.35
135.6,455.486,65.174,-710.469,2.08,-0.147,270.022,0.354
135.8,454.775,65.96,-726.677,1.73,-0.927,270.13,0.354
136.0,454.064,64.771,-662.735,2.176,-0.213,269.901,0.352
136.2,453.353,64.2,-699.832,2.065,0.067,270.588,0.366
136.4,452.642,64.963,-736.84,1.924,0.141,269.325,0.359
136.6,451.93,64.764,-693.518,1.928,0.564,269.86,0.362
136.8,451.219,65.781,-682.206,1.657,-0.59,269.852,0.362
137.0,450.508,65.096,-590.682,2.012,-2.051,269.783,0.343
137.2,450.0,64.519,-259.112,1.945,-0.844,269.804,0.345
137.4,450.0,66.44,3.579,1.717,0.445,270.017,0.376
137.6,450.0,64.7,6.818,1.906,1.13,270.152,0.335
137.8,450.0,65.283,24.868,2.108,-1.978,270.028,0.349
138.0,450.0,65.406,8.937,2.028,0.117,270.196,0.362
138.2,450.0,65.471,56.375,2.048,1.132,269.956,0.354
138.4,450.0,65.104,-5.475,1.884,-1.389,269.701,0.352
138.6,450.0,65.352,37.967,2.162,1.726,269.8,0.372
138.8,450.0,64.959,0.334,1.989,-0.753,270.365,0.344
139.0,450.0,64.148,-42.58,2.162,-0.098,269.832,0.367
139.2,450.0,64.868,-29.338,2.433,-0.476,269.876,0.34
139.4,450.0,64.881,-45.404,1.598,1.806,270.115,0.338
139.6,450.0,64.893,-42.909,1.895,0.92,270.172,0.351
139.8,450.0,65.082,29.836,1.996,0.156,269.984,0.357
140.0,450.0,64.625,-16.495,1.849,-0.336,270.241,0.379
140.2,450.0,65.794,14.906,2.2,-1.668,270.422,0.358
140.4,450.0,65.94,-22.287,1.926,-0.274,270.483,0.357
140.6,450.0,63.68,-0.402,2.327,-0.589,270.063,0.362
140.8,450.0,65.006,-26.32,2.146,-0.107,269.608,0.354
141.0,450.0,64.574,21.462,2.08,-1.901,269.693,0.347
141.2,450.0,63.436,-6.413,1.993,1.288,269.693,0.348
141.4,450.0,65.246,-11.344,2.164,0.932,270.093,0.36
141.6,450.0,64.629,-4.152,2.095,1.624,270.362,0.349
141.8,450.0,64.775,54.08,2.289,-0.57,270.142,0.338
142.0,450.0,64.609,11.062,2.081,-0.018,270.27,0.346
142.2,450.0,65.652,20.72,2.203,-1.211,270.895,0.335
142.4,450.0,65.744,-31.007,2.08,0.908,269.651,0.367
142.6,450.0,65.166,-16.255,2.065,-0.203,270.394,0.335
142.8,450.0,65.416,7.259,1.691,1.7,270.0,0.359
143.0,450.0,64.933,-46.326,2.001,0.757,269.825,0.349
143.2,450.0,65.084,33.166,2.078,0.795,269.891,0.365
143.4,450.0,64.555,6.652,1.769,0.573,269.915,0.371
143.6,450.0,65.021,-0.529,1.726,-1.459,270.582,0.348
143.8,450.0,64.572,-5.026,1.94,0.754,270.13,0.359
144.0,450.0,65.224,-5.932,2.058,-1.591,270.422,0.354
144.2,450.0,65.496,-12.666,1.664,0.326,269.621,0.336
144.4,450.0,65.187,34.557,2.062,0.617,270.46,0.367
144.6,450.0,65.71,17.014,2.19,-1.137,270.148,0.36
144.8,450.0,66.614,30.85,1.951,-0.61,270.292,0.357
145.0,450.0,63.736,-7.655,2.048,-0.152,269.741,0.359
145.2,450.0,65.008,-21.993,2.092,0.293,270.185,0.354
145.4,450.0,64.659,33.691,1.869,0.318,270.055,0.344
145.6,450.0,64.726,-30.393,2.123,0.056,269.954,0.354
145.8,450.0,64.185,-15.27,2.09,-0.856,270.025,0.339
146.0,450.0,65.032,17.603,1.755,0.302,270.073,0.373
146.2,450.0,64.845,26.89,2.103,2.519,270.119,0.338
146.4,450.0,64.62,-32.842,2.174,-0.559,269.776,0.361
146.6,450.0,64.847,-6.93,1.787,1.619,270.246,0.344
146.8,450.0,64.644,0.57,2.172,-1.18,269.644,0.351
147.0,450.0,63.594,-3.434,1.948,-0.627,269.719,0.355
147.2,450.0,65.646,-21.508,1.735,1.349,269.511,0.34
147.4,450.0,64.818,16.695,1.795,0.868,269.196,0.351
147.6,450.0,64.43,-13.19,1.825,1.631,270.523,0.321
147.8,450.0,65.184,-6.107,2.107,0.617,270.525,0.351
148.0,450.0,64.603,-56.113,1.905,-0.6,269.858,0.362
148.2,450.0,63.696,-2.861,1.922,0.087,269.874,0.346
148.4,450.0,65.532,-48.43,1.75,-0.437,269.727,0.341
148.6,450.0,63.994,17.441,2.004,1.06,270.011,0.34
148.8,450.0,64.869,12.129,1.753,0.627,269.989,0.322
149.0,450.0,65.072,-12.791,1.867,1.263,269.669,0.334
149.2,450.0,65.81,3.888,2.121,-0.682,269.977,0.352
149.4,450.0,65.714,2.565,2.132,-0.245,269.584,0.366
149.6,450.0,65.099,-3.808,1.895,-0.423,269.926,0.356
149.8,450.0,64.542,8.862,1.99,-0.36,270.338,0.348
150.0,450.0,64.75,-3.216,2.105,-0.152,270.204,0.347
150.2,450.0,65.653,-11.994,1.998,1.291,270.066,0.352
150.4,450.0,66.072,-19.893,2.239,0.152,269.916,0.365
150.6,450.0,65.326,41.515,2.266,1.192,270.58,0.345
150.8,450.0,64.613,4.676,1.983,0.215,269.931,0.347
151.0,450.0,65.618,-0.65,1.756,-1.783,269.354,0.351
151.2,450.0,64.775,17.813,1.97,-1.386,269.901,0.353
151.4,450.0,64.755,-9.811,2.267,-0.173,269.314,0.349
151.6,450.0,64.833,-9.653,2.224,1.171,269.984,0.332
151.8,450.0,65.354,16.401,2.235,0.014,269.932,0.329
152.0,450.0,65.165,25.413,2.222,-1.476,270.433,0.346
152.2,450.0,65.596,16.537,1.899,0.13,270.41,0.355
152.4,450.0,65.778,-36.981,2.055,-0.246,269.908,0.366
152.6,450.0,65.308,1.283,2.216,0.592,269.941,0.35
152.8,450.0,63.601,-0.729,2.054,0.838,270.217,0.334
153.0,450.0,63.982,11.129,2.176,0.29,269.69,0.341
153.2,450.0,65.095,-22.134,1.801,-0.642,269.766,0.329
153.4,450.0,64.961,-26.216,1.759,-1.035,270.434,0.343
153.6,450.0,66.296,-3.061,2.401,-0.353,269.699,0.357
153.8,450.0,64.982,-22.232,2.154,-0.07,270.066,0.346
154.0,450.0,64.908,-26.613,2.123,0.368,270.733,0.367
154.2,450.0,65.566,-1.899,2.293,-0.454,269.89,0.342
154.4,450.0,65.639,22.789,2.445,-0.633,270.58,0.345
154.6,450.0,64.859,3.18,2.575,0.497,269.614,0.348
154.8,450.0,65.284,27.495,1.525,0.825,269.751,0.349
155.0,450.0,64.32,-24.892,2.08,0.285,270.422,0.346
155.2,450.0,64.434,17.334,2.209,-1.025,270.227,0.347
155.4,450.0,65.74,-0.489,1.622,-0.306,270.024,0.353
155.6,450.0,64.156,-21.972,1.647,2.173,269.99,0.338
155.8,450.0,65.553,-10.592,1.968,-1.071,270.336,0.344
156.0,450.0,65.407,-21.488,2.38,-0.36,270.573,0.348
156.2,450.0,65.462,-5.579,2.191,0.921,269.67,0.34
156.4,450.0,65.548,-18.734,2.434,-0.959,269.903,0.333
156.6,450.0,65.338,30.929,2.061,-0.31,270.303,0.347
156.8,450.0,63.715,-9.115,2.218,1.291,269.931,0.347
157.0,450.0,64.397,-35.42,2.308,0.983,270.305,0.335
157.2,450.0,64.639,-5.076,2.095,-1.796,269.741,0.333
157.4,450.0,65.549,9.304,2.0,0.608,270.44,0.32
157.6,450.0,64.323,-8.099,2.028,-0.316,270.249,0.329
157.8,450.0,64.577,21.033,1.266,-1.385,270.107,0.345
158.0,450.0,64.782,-22.751,2.067,1.07,270.136,0.319
158.2,450.0,65.79,-21.37,1.63,-0.519,270.511,0.339
158.4,450.0,64.135,39.896,1.838,-0.037,269.684,0.343
158.6,450.0,64.188,-0.136,2.143,-0.852,270.124,0.336
158.8,450.0,65.376,13.138,2.081,0.8,269.779,0.334
159.0,450.0,63.725,11.995,1.601,0.914,269.772,0.351
159.2,450.0,65.199,14.005,2.107,0.806,270.455,0.346
159.4,450.0,64.728,0.828,2.151,2.416,270.166,0.33
159.6,450.0,64.054,-4.937,2.041,0.643,270.097,0.351
159.8,450.0,64.748,26.508,2.138,-0.284,270.245,0.358
160.0,450.0,64.399,-12.333,2.114,0.58,269.877,0.332
160.2,450.0,65.101,2.631,1.659,0.398,270.397,0.33
160.4,450.0,65.218,16.686,1.958,0.792,269.905,0.334
160.6,450.0,65.893,-9.96,1.94,-2.292,270.222,0.344
160.8,450.0,64.992,-38.002,1.756,0.944,270.059,0.34
161.0,450.0,65.06,11.121,1.989,2.117,270.309,0.336
161.2,450.0,64.654,26.408,1.836,0.988,269.764,0.328
161.4,450.0,64.986,6.09,1.982,-0.497,270.263,0.347
161.6,450.0,65.63,-41.447,1.825,2.29,270.275,0.339
161.8,450.0,63.845,15.597,2.208,0.928,270.069,0.34
162.0,450.0,65.395,48.253,2.442,2.231,269.882,0.339
162.2,450.0,64.679,-38.187,1.884,1.18,269.714,0.342
162.4,450.0,65.044,-66.821,2.006,-0.096,269.898,0.323
162.6,450.0,65.195,-6.164,2.009,-1.419,270.129,0.334
162.8,450.0,65.51,1.753,2.087,0.335,269.882,0.339
163.0,450.0,65.143,19.089,1.963,0.774,269.529,0.342
163.2,450.0,64.764,20.005,1.551,-0.147,270.211,0.343
163.4,450.0,65.187,2.208,2.068,-1.068,270.172,0.348
163.6,450.0,65.007,13.22,1.971,1.089,269.903,0.338
163.8,450.0,64.877,8.176,1.782,-0.491,269.631,0.346
164.0,450.0,65.123,2.992,1.957,1.663,269.832,0.345
164.2,450.0,65.524,-1.439,1.895,-0.292,269.862,0.341
164.4,450.0,65.083,-3.791,2.044,0.638,269.816,0.336
164.6,450.0,65.093,17.205,1.932,-0.06,270.059,0.334
164.8,450.0,64.227,9.909,1.94,0.664,269.416,0.338
165.0,450.0,64.924,-10.489,2.017,0.804,270.013,0.345
165.2,450.0,63.885,26.768,2.045,-1.855,269.899,0.329
165.4,450.0,65.432,-17.811,1.999,-0.429,270.255,0.329
165.6,450.0,64.436,-5.672,2.23,-0.316,269.732,0.342
165.8,450.0,65.777,3.286,2.044,-0.347,269.959,0.339
166.0,450.0,66.796,-46.54,1.841,0.167,269.893,0.347
